,followers_count,alternate_names,name,url,api_path,twitter_name
14671,1,['\u200biodbc'],​iodbc - The Black Box,https://genius.com/artists/Iodbc-the-black-box,/artists/1322925,iodbcOfficial
11588,1,[],Utha Likumahuwa,https://genius.com/artists/Utha-likumahuwa,/artists/1213548,
14668,1,[],Raïna Raï راينا راي,https://genius.com/artists/Raina-rai,/artists/1642981,
6840,1,[],XO TEAM,https://genius.com/artists/Xo-team,/artists/3005207,
6849,1,[],Your X Lover,https://genius.com/artists/Your-x-lover,/artists/2127350,
14641,1,[],YNC Capo,https://genius.com/artists/Ync-capo,/artists/2021548,
6845,1,[],5'4 (Five-Four),https://genius.com/artists/54-five-four,/artists/2397231,
44,1,[],Bomfunk MC’s,https://genius.com/artists/Bomfunk-mcs,/artists/3950,
17592,1,[],Richard Smallwood,https://genius.com/artists/Richard-smallwood,/artists/360442,
11429,1,[],Zacarías Ferreira,https://genius.com/artists/Zacarias-ferreira,/artists/353829,
6839,1,[],The Vindictives,https://genius.com/artists/The-vindictives,/artists/360228,
2149,1,[],Lil Bean,https://genius.com/artists/Lil-bean,/artists/1891554,
6835,1,[],‌Sewerperson & Eric Godlow,https://genius.com/artists/Sewerperson-and-eric-godlow,/artists/2835385,
6822,1,"['Yakki Divoshi', 'Yakki Divioshi']",PopLord,https://genius.com/artists/Poplord,/artists/1855654,
38,1,[],Missing Filemon,https://genius.com/artists/Missing-filemon,/artists/385858,
6811,1,[],Brainbombs,https://genius.com/artists/Brainbombs,/artists/373272,
36,1,[],NDC Worship,https://genius.com/artists/Ndc-worship,/artists/1783646,ndc_worship
14666,1,[],James and the Giant Peach Original Cast,https://genius.com/artists/James-and-the-giant-peach-original-cast,/artists/1098513,
17568,1,[],Willow Pill,https://genius.com/artists/Willow-pill,/artists/2656842,
11562,1,[],Yoyoy Villame,https://genius.com/artists/Yoyoy-villame,/artists/384538,
18876,1,[],Himesh Reshammiya,https://genius.com/artists/Himesh-reshammiya,/artists/363809,
6678,1,[],"Erika Harlacher, Joe Zieja",https://genius.com/artists/Erika-harlacher-joe-zieja,/artists/2875483,
6,1,[],XPWEW,https://genius.com/artists/Xpwew,/artists/1547519,XPWEW
14762,1,[],Ian Edwards,https://genius.com/artists/Ian-edwards,/artists/1744655,eman577
6686,1,['Tuuli Oikarinen'],TUULI,https://genius.com/artists/Tuuli,/artists/368375,
6683,1,[],Zizi Possi,https://genius.com/artists/Zizi-possi,/artists/365098,
17545,1,[],Willie Watson,https://genius.com/artists/Willie-watson,/artists/459196,
18888,1,[],Iris DeMent,https://genius.com/artists/Iris-dement,/artists/214537,
2205,1,['三原JAPAN (Sanyuan Japan)'],三原慧悟 (Mihara Keigo),https://genius.com/artists/Mihara-keigo,/artists/2666921,mihara_teikoku
6703,1,[],Odd Squad Family,https://genius.com/artists/Odd-squad-family,/artists/1005281,
6668,1,"['Carlton Douglas', 'Carlton George Douglas']",Carl Douglas,https://genius.com/artists/Carl-douglas,/artists/29300,
11526,1,[],"Aarne, MAYOT & Markul",https://genius.com/artists/Aarne-mayot-and-markul,/artists/3261625,
14776,1,[],YSN Marrr,https://genius.com/artists/Ysn-marrr,/artists/2474424,
18889,1,[],Hepsi,https://genius.com/artists/Hepsi,/artists/365852,
14780,1,[],⁣chernykhgang,https://genius.com/artists/Chernykhgang,/artists/3375028,
14782,1,['Will Buse'],Will (ITA),https://genius.com/artists/Will-ita,/artists/2322252,
14756,1,[],The Kiffness,https://genius.com/artists/The-kiffness,/artists/337286,
17548,1,[],Jos Slovick,https://genius.com/artists/Jos-slovick,/artists/2102426,
11560,1,[],"Phillipa Soo, Jasmine Cephas-Jones, Leslie Odom, Jr., Original Broadway Cast of “Hamilton” & Renée Elise Goldsberry",https://genius.com/artists/Phillipa-soo-jasmine-cephas-jones-leslie-odom-jr-original-broadway-cast-of-hamilton-and-renee-elise-goldsberry,/artists/2316452,
6728,1,[],Zexta Alianza,https://genius.com/artists/Zexta-alianza,/artists/2451940,
21,1,[],DIOR (RUS),https://genius.com/artists/Dior-rus,/artists/2299568,
2178,1,[],Erol Evgin,https://genius.com/artists/Erol-evgin,/artists/375955,
2181,1,[],The Haunted Youth,https://genius.com/artists/The-haunted-youth,/artists/2607453,
11498,1,[],Lida & DK,https://genius.com/artists/Lida-and-dk,/artists/3138030,
17556,1,[],KAROL G & Nicki Minaj,https://genius.com/artists/Karol-g-and-nicki-minaj,/artists/2006632,
6730,1,[],Youth Of Today,https://genius.com/artists/Youth-of-today,/artists/361925,
11502,1,[],The Hues Corporation,https://genius.com/artists/The-hues-corporation,/artists/288772,
6710,1,[],2raumwohnung,https://genius.com/artists/2raumwohnung,/artists/340097,2raumwohnung
11552,1,[],Inspector,https://genius.com/artists/Inspector,/artists/355001,inspector_ska
14742,1,['YB Neet'],Young Blood Neet,https://genius.com/artists/Young-blood-neet,/artists/3245694,
17551,1,[],Portion Boys,https://genius.com/artists/Portion-boys,/artists/523528,
6719,1,[],Wildflowers,https://genius.com/artists/Wildflowers,/artists/1842595,
2189,1,[],1.Cuz & Greekazo,https://genius.com/artists/1cuz-and-greekazo,/artists/1984217,
14750,1,[],NSW yoon,https://genius.com/artists/Nsw-yoon,/artists/3244842,
11598,1,[],Намо Миниган (Namo Minigan),https://genius.com/artists/Namo-minigan,/artists/1828541,
18860,1,[],Ilma Karahmet,https://genius.com/artists/Ilma-karahmet,/artists/2325804,
14479,1,"['Mp3rich', 'Tahar Benddjedi', '\u200dprodbydxrk']",Dxrk ダーク,https://genius.com/artists/Dxrk,/artists/3229117,
2138,1,[],Isley Jasper Isley,https://genius.com/artists/Isley-jasper-isley,/artists/386677,
7020,1,"['Viviana Guadalupe Rincon', 'Viviana G. Rincon', 'Viviana Rincon']",​​vivi rincon,https://genius.com/artists/Vivi-rincon,/artists/3186040,
69,1,[],Zbig,https://genius.com/artists/Zbig,/artists/1234828,
11379,1,[],6LACK & Jhené Aiko,https://genius.com/artists/6lack-and-jhene-aiko,/artists/1822305,
7011,1,[],VSN7 & Asenssia,https://genius.com/artists/Vsn7-and-asenssia,/artists/3257729,
14535,1,[],"Yerai R, Jessy Castillo & TipoSierraBros",https://genius.com/artists/Yerai-r-jessy-castillo-and-tiposierrabros,/artists/2809396,
14541,1,[],Perunggu,https://genius.com/artists/Perunggu,/artists/3046191,perunggu__
2052,1,[],DJ Diamond Kuts,https://genius.com/artists/Dj-diamond-kuts,/artists/1594834,
6992,1,[],"Tyga, Jhene Aiko & Pop Smoke",https://genius.com/artists/Tyga-jhene-aiko-and-pop-smoke,/artists/3245212,
11392,1,[],Unknown P & Charlie Sloth,https://genius.com/artists/Unknown-p-and-charlie-sloth,/artists/2726708,
2060,1,[],Yuri on Ice,https://genius.com/artists/Yuri-on-ice,/artists/1040951,
6978,1,[],"Kendrick Lamar, Baby Keem & Sam Dew",https://genius.com/artists/Kendrick-lamar-baby-keem-and-sam-dew,/artists/3162399,
11622,1,[],Omido,https://genius.com/artists/Omido,/artists/2318821,
6976,1,['SQWOZ BAB & Джарахов (Dzharakhov)'],Джарахов (Dzharakhov) & SQWOZ BAB,https://genius.com/artists/Dzharakhov-and-sqwoz-bab,/artists/2932115,
2066,1,[],Jerry Garcia Band,https://genius.com/artists/Jerry-garcia-band,/artists/347648,
14559,1,[],Bamboo,https://genius.com/artists/Bamboo,/artists/61565,
14524,1,[],Miami Boys Choir,https://genius.com/artists/Miami-boys-choir,/artists/362738,
7021,1,[],Niels Littooij,https://genius.com/artists/Niels-littooij,/artists/2816744,
14517,1,['MORGENSHTERN & Yung Trappa'],YUNG TRAPPA & MORGENSHTERN,https://genius.com/artists/Yung-trappa-and-morgenshtern,/artists/2615395,
7075,1,[],Inner City,https://genius.com/artists/Inner-city,/artists/199548,
14480,1,['Theodore Kaczynski'],Unabomber,https://genius.com/artists/Unabomber,/artists/42937,
11641,1,"['Sil-A & Yung Trappa', 'WWJP']",YUNG TRAPPA & Sil-A,https://genius.com/artists/Yung-trappa-and-sil-a,/artists/1098454,
7082,1,[],Maranatha! Music,https://genius.com/artists/Maranatha-music,/artists/455284,
2024,1,[],Zupiter,https://genius.com/artists/Zupiter,/artists/1955957,zupitermusic
7077,1,['Zoë Straub'],ZOË (Aut),https://genius.com/artists/Zoe-aut,/artists/671109,
14495,1,[],018,https://genius.com/artists/018,/artists/2559394,018ochiba
11375,1,[],ZVdu17,https://genius.com/artists/Zvdu17,/artists/2742787,
7036,1,[],Louis Dunford,https://genius.com/artists/Louis-dunford,/artists/1881275,
11632,1,[],Оргазм Нострадамуса (Orgasm of Nostradamus),https://genius.com/artists/Orgasm-of-nostradamus,/artists/2789550,
14502,1,[],187 Mobstaz,https://genius.com/artists/187-mobstaz,/artists/204623,
14511,1,[],Fries On The Side,https://genius.com/artists/Fries-on-the-side,/artists/1563360,FriesOTS
11376,1,[],Empath-P,https://genius.com/artists/Empath-p,/artists/1146094,
7040,1,[],The Eastern Plain,https://genius.com/artists/The-eastern-plain,/artists/1936007,
2042,1,[],Chicago Mass Choir,https://genius.com/artists/Chicago-mass-choir,/artists/365798,
6966,1,[],Deportees,https://genius.com/artists/Deportees,/artists/452809,
2069,1,[],Edith Whiskers,https://genius.com/artists/Edith-whiskers,/artists/2473417,
6960,1,"['Vivian Sakiyyah Green', 'Vivian S. Green']",Vivian Green,https://genius.com/artists/Vivian-green,/artists/57697,iamviviangreen
6872,1,[],Hladno Pivo,https://genius.com/artists/Hladno-pivo,/artists/355820,
17611,1,[],Ina Müller,https://genius.com/artists/Ina-muller,/artists/271221,
11606,1,"['Los Del Fino & Ingrid Laien', 'Ingrid Laien x Los del fino']",Ingrid Laien & Los Del Fino,https://genius.com/artists/Ingrid-laien-and-los-del-fino,/artists/3217631,
14610,1,[],Jon Thurlow,https://genius.com/artists/Jon-thurlow,/artists/390564,
11415,1,[],The Nits,https://genius.com/artists/The-nits,/artists/355434,
14611,1,[],"Anthony Ramos, Lin-Manuel Miranda, Jon Rua, Leslie Odom, Jr. & Original Broadway Cast of “Hamilton”",https://genius.com/artists/Anthony-ramos-lin-manuel-miranda-jon-rua-leslie-odom-jr-and-original-broadway-cast-of-hamilton,/artists/2316480,
17607,1,[],Lorna Cordeiro,https://genius.com/artists/Lorna-cordeiro,/artists/2638747,
11417,1,[],Pseudo,https://genius.com/artists/Pseudo,/artists/609863,
11609,1,"['Paul Francis Gadd', 'Paul Gadd']",Gary Glitter,https://genius.com/artists/Gary-glitter,/artists/47516,
11418,1,[],MC 張天賦 (Cheung Tinfu),https://genius.com/artists/Mc-cheung-tinfu,/artists/2556036,
6870,1,[],YUNGBLUD & WILLOW,https://genius.com/artists/Yungblud-and-willow,/artists/3144264,
18859,1,['Siamo La Fam'],SLF,https://genius.com/artists/Slf,/artists/2066524,
6863,1,['Subjxct 5 & Wiki'],Wiki & Subjxct 5,https://genius.com/artists/Wiki-and-subjxct-5,/artists/3298466,
14631,1,[],Lil Man J,https://genius.com/artists/Lil-man-j,/artists/2133549,
6860,1,[],Vulfmon,https://genius.com/artists/Vulfmon,/artists/3188166,
2108,1,[],Smokey Mountain,https://genius.com/artists/Smokey-mountain,/artists/371808,
6904,1,[],Ukvali,https://genius.com/artists/Ukvali,/artists/1044245,
6951,1,['Volkan Güler'],VOLO,https://genius.com/artists/Volo,/artists/2423501,
11614,1,['Jonathan Robert Bryant'],Jon Bryant,https://genius.com/artists/Jon-bryant,/artists/482073,
6949,1,[],Ursus Factory,https://genius.com/artists/Ursus-factory,/artists/1230160,
6947,1,[],The Jim Henson Company,https://genius.com/artists/The-jim-henson-company,/artists/1502947,
2072,1,[],XRaidX,https://genius.com/artists/Xraidx,/artists/1323498,xraidx
2074,1,[],Whigfield,https://genius.com/artists/Whigfield,/artists/261249,
11615,1,[],Ustad Rahat Fateh Ali Khan,https://genius.com/artists/Ustad-rahat-fateh-ali-khan,/artists/652272,
6936,1,"['Jim Bob Wills', 'James Robert Wills']",Bob Wills,https://genius.com/artists/Bob-wills,/artists/348225,
6920,1,[],Yesable,https://genius.com/artists/Yesable,/artists/2121651,
6905,1,[],Yung Salt,https://genius.com/artists/Yung-salt,/artists/1212390,
2086,1,[],Right Said Fred,https://genius.com/artists/Right-said-fred,/artists/43420,
14595,1,"['Ian Patterson', 'Ian H. Patterson', 'Ian Hunter Patterson']",Ian Hunter,https://genius.com/artists/Ian-hunter,/artists/44137,IanHunterdotcom
11611,1,[],Nikki Blonsky,https://genius.com/artists/Nikki-blonsky,/artists/379474,
17618,1,"['Quinn Dillon Oulton', 'Quinn D. Oulton']",Quinn Oulton,https://genius.com/artists/Quinn-oulton,/artists/2213160,
2096,1,[],Unleashed,https://genius.com/artists/Unleashed,/artists/136295,
2099,1,[],Uzielito Mix,https://genius.com/artists/Uzielito-mix,/artists/1754526,
1783,1,[],Shankar-Ehsaan-Loy,https://genius.com/artists/Shankar-ehsaan-loy,/artists/452664,
12492,1,[],4 226,https://genius.com/artists/4-226,/artists/2570166,
17830,1,[],Булатик (Bulatik),https://genius.com/artists/Bulatik,/artists/2813878,
13860,1,['X!nk'],XINK,https://genius.com/artists/Xink,/artists/377584,
14084,1,[],ZFM,https://genius.com/artists/Zfm,/artists/2663325,ZFMBand
7931,1,[],Stockard Channing,https://genius.com/artists/Stockard-channing,/artists/331009,
17914,1,[],Wyatt Smith,https://genius.com/artists/Wyatt-smith,/artists/1790424,
1717,1,[],XSOLEIL,https://genius.com/artists/Xsoleil,/artists/3371023,
14073,1,"['Vincent Dellaglio', 'Vincent Anthony Dellaglio', 'Vincent Guaraldi', 'Vincent Anthony Guaraldi']",Vince Guaraldi,https://genius.com/artists/Vince-guaraldi,/artists/369532,
1713,1,['Flora May Augusta Flannagan'],Florrie Forde,https://genius.com/artists/Florrie-forde,/artists/1143513,
13865,1,[],Paleface [CH],https://genius.com/artists/Paleface-ch,/artists/2555916,
11115,1,['MC Zirkel'],Zirkel,https://genius.com/artists/Zirkel,/artists/1544651,
7975,1,[],Arttu Wiskari,https://genius.com/artists/Arttu-wiskari,/artists/249498,
11798,1,[],I- Wayne,https://genius.com/artists/I-wayne,/artists/19676,
7676,1,[],Quarteto em Cy,https://genius.com/artists/Quarteto-em-cy,/artists/326451,
1610,1,[],Ov Sulfur,https://genius.com/artists/Ov-sulfur,/artists/2875146,
13953,1,[],Witch Fever,https://genius.com/artists/Witch-fever,/artists/1586111,WITCHFEVER
17831,1,[],​icemop,https://genius.com/artists/Icemop,/artists/2766101,
10945,1,"['Zildjian (PHL)', 'Zildjian James Parma', 'Kid Uragon', 'Zildjian James', 'Zildjian P']",Zildjian Parma,https://genius.com/artists/Zildjian-parma,/artists/3215784,Zildjian_TP
10953,1,['Zohar Kaspy - זוהר כספי'],Z.K (IL) - זי קיי,https://genius.com/artists/Zk-il,/artists/370279,
11109,1,[],Get Lit,https://genius.com/artists/Get-lit,/artists/330915,
18774,1,[],Zareuz,https://genius.com/artists/Zareuz,/artists/1678042,Zareuz
7700,1,[],Zolof The Rock & Roll Destroyer,https://genius.com/artists/Zolof-the-rock-and-roll-destroyer,/artists/363612,
11030,1,NULL,3.56 am,https://genius.com/unclecrack2000,/users/3176017,NULL
14052,1,[],Insecure Men,https://genius.com/artists/Insecure-men,/artists/1536787,
7637,1,[],Yahritza Y Su Esencia & Ivan Cornejo,https://genius.com/artists/Yahritza-y-su-esencia-and-ivan-cornejo,/artists/3313754,
7988,1,[],SamTheBozz,https://genius.com/artists/Samthebozz,/artists/1141789,SamTheBozz
7703,1,[],Val,https://genius.com/artists/Val,/artists/4653,
7919,1,[],Voyage & Breskvica,https://genius.com/artists/Voyage-and-breskvica,/artists/2214513,
7608,1,['Otro (ESP)'],Otro (Producer),https://genius.com/artists/Otro-producer,/artists/3053218,
8006,1,[],Vought International,https://genius.com/artists/Vought-international,/artists/3219996,VoughtIntl
1592,1,"['Pheelz on the Beat', 'Philip Kayode Moses', 'Pheelz Mr Producer']",Pheelz,https://genius.com/artists/Pheelz,/artists/88888,Pheelzonthebeat
8004,1,[],Ralph Stanley,https://genius.com/artists/Ralph-stanley,/artists/187440,
8003,1,[],Quez4Real,https://genius.com/artists/Quez4real,/artists/2062535,
11141,1,['Kenneth Bron'],Kenny B,https://genius.com/artists/Kenny-b,/artists/258202,
7621,1,NULL,2ooDark,https://genius.com/2ooDark,/users/13640201,NULL
7995,1,[],Бутырка (Butyrka),https://genius.com/artists/Butyrka,/artists/1557927,
17815,1,"['XMurryPwNz', 'Giorgio Muratore', 'Murry']",XMurry,https://genius.com/artists/Xmurry,/artists/1518114,
7994,1,[],New Country นิวคันทรี่,https://genius.com/artists/New-country,/artists/3369677,newcountryth
13844,1,['Nigo & Pusha T'],Pusha T & Nigo,https://genius.com/artists/Pusha-t-and-nigo,/artists/3040800,
18729,1,['Young Thug & Metro Boomin'],Metro Boomin & Young Thug,https://genius.com/artists/Metro-boomin-and-young-thug,/artists/1979200,
7628,1,[],10Tik,https://genius.com/artists/10tik,/artists/2634812,
7629,1,[],Flanagan & Allen,https://genius.com/artists/Flanagan-and-allen,/artists/349474,
10932,1,['Stephen James Green'],Steve Green,https://genius.com/artists/Steve-green,/artists/332185,
7853,1,[],Mando Audio,https://genius.com/artists/Mando-audio,/artists/2651464,
17816,1,['Anastasija Ražnatović'],Anastasija,https://genius.com/artists/Anastasija,/artists/1533713,anastasijaraznatovicofficial
14087,1,[],Al Bano & Romina Power,https://genius.com/artists/Al-bano-and-romina-power,/artists/348784,
17919,1,['MBG Leek'],RiskTakerLeek,https://genius.com/artists/Risktakerleek,/artists/3008344,
10937,1,[],Marvel,https://genius.com/artists/Marvel,/artists/2571710,
17915,1,[],Zupfgeigenhansel,https://genius.com/artists/Zupfgeigenhansel,/artists/365796,
7835,1,[],Eva Weel Skram,https://genius.com/artists/Eva-weel-skram,/artists/1479478,
11033,1,[],In3,https://genius.com/artists/In3,/artists/33137,
14109,1,[],Obscura,https://genius.com/artists/Obscura,/artists/358192,
18765,1,[],1300 (일삼공공),https://genius.com/artists/1300,/artists/1558128,
7938,1,[],FISHY,https://genius.com/artists/Fishy,/artists/1057340,
13978,1,['Carol Claire Aguilar Banawa'],Carol Banawa,https://genius.com/artists/Carol-banawa,/artists/353904,iamcarolbanawa
11821,1,[],Unto Others,https://genius.com/artists/Unto-others,/artists/2316323,untootherspdx
14015,1,[],Zachary Richard,https://genius.com/artists/Zachary-richard,/artists/356593,
17852,1,['Mohamed Kaled'],Emkal,https://genius.com/artists/Emkal,/artists/2367980,
11049,1,[],Donna Murphy,https://genius.com/artists/Donna-murphy,/artists/64804,DMurphyOfficial
1666,1,[],Yungatita,https://genius.com/artists/Yungatita,/artists/1496705,
7762,1,[],Highlyy,https://genius.com/artists/Highlyy,/artists/3275120,highlyyldn
13998,1,[],23Kayb,https://genius.com/artists/23kayb,/artists/2460505,
11825,1,[],Guero 10k,https://genius.com/artists/Guero-10k,/artists/2023798,
13995,1,[],Evert Taube,https://genius.com/artists/Evert-taube,/artists/369500,
1659,1,[],Zixxxxxy,https://genius.com/artists/Zixxxxxy,/artists/2486914,
11826,1,[],"Jala Brat, Devito & Buba Corelli",https://genius.com/artists/Jala-brat-devito-and-buba-corelli,/artists/2999439,
1655,1,[],The 4-Skins,https://genius.com/artists/The-4-skins,/artists/347441,
17862,1,[],JEMR,https://genius.com/artists/Jemr,/artists/1946795,
10984,1,[],WS GANG,https://genius.com/artists/Ws-gang,/artists/3234552,
13901,1,[],Zircon,https://genius.com/artists/Zircon,/artists/454517,
18742,1,[],Zion Foster,https://genius.com/artists/Zion-foster,/artists/1806729,
11042,1,[],Law and Order SVU,https://genius.com/artists/Law-and-order-svu,/artists/36248,
17897,1,[],Asche & Aschkobar,https://genius.com/artists/Asche-and-aschkobar,/artists/2998576,
10983,1,[],Ida Paul & Kalle Lindroth,https://genius.com/artists/Ida-paul-and-kalle-lindroth,/artists/1167766,
13974,1,[],Secret Garden,https://genius.com/artists/Secret-garden,/artists/372320,
1643,1,[],Pozzi,https://genius.com/artists/Pozzi,/artists/2839444,
1696,1,['Val Gomez'],Valeria Almeida,https://genius.com/artists/Valeria-almeida,/artists/3127859,ValAlmeidaReal
13891,1,['Ylona Jade Garcia'],Ylona Garcia,https://genius.com/artists/Ylona-garcia,/artists/1115192,ylona_garcia
1695,1,[],BBG Steppaa & DD Osama,https://genius.com/artists/Bbg-steppaa-and-dd-osama,/artists/3389779,
18736,1,[],Korelon,https://genius.com/artists/Korelon,/artists/3177538,
7954,1,[],Iron Bell Music,https://genius.com/artists/Iron-bell-music,/artists/1117643,ironbellmusic
7950,1,[],Zorba,https://genius.com/artists/Zorba,/artists/284945,
10962,1,[],Usurp Synapse,https://genius.com/artists/Usurp-synapse,/artists/361034,
10967,1,[],Tami Neilson,https://genius.com/artists/Tami-neilson,/artists/1433802,
13963,1,[],Dr Zeus,https://genius.com/artists/Dr-zeus,/artists/79026,
14038,1,[],Jerry Vale,https://genius.com/artists/Jerry-vale,/artists/370958,
7717,1,[],Dirty Ass,https://genius.com/artists/Dirty-ass,/artists/2175795,
7830,1,['Нина Кравиц (Nina Krawiz)'],Nina Kraviz,https://genius.com/artists/Nina-kraviz,/artists/383098,ninakraviz
18740,1,[],Vern Gosdin,https://genius.com/artists/Vern-gosdin,/artists/354358,
13888,1,[],O-Town,https://genius.com/artists/O-town,/artists/148044,
7828,1,[],Vineyard Anaheim,https://genius.com/artists/Vineyard-anaheim,/artists/2471609,
11065,1,[],I Am Kloot,https://genius.com/artists/I-am-kloot,/artists/220908,IAmKloot
14026,1,['Vierratale'],Vierra,https://genius.com/artists/Vierra,/artists/1655981,
11064,1,"['Carlos Yandré Martin Marrero', 'Yandré']",Yan Block,https://genius.com/artists/Yan-block,/artists/2034296,yanblockpr
18766,1,[],Evan Loss,https://genius.com/artists/Evan-loss,/artists/3259462,
10985,1,['OG Bobby Billions & Blueface'],Blueface & OG Bobby Billions,https://genius.com/artists/Blueface-and-og-bobby-billions,/artists/2749571,
11056,1,[],ИНТЕРНАЛ (INTERNAL),https://genius.com/artists/Internal,/artists/1932674,
14018,1,['CeoZoo'],556zoo,https://genius.com/artists/556zoo,/artists/2660530,
7742,1,[],Yung Buttpiss,https://genius.com/artists/Yung-buttpiss,/artists/3211550,
1735,1,[],Tia Hai Chau,https://genius.com/artists/Tia-hai-chau,/artists/976339,
7620,1,[],Xxxdragonxxx,https://genius.com/artists/Xxxdragonxxx,/artists/1702658,
8038,1,['Nihar Hodawdekar'],Nazz (IND),https://genius.com/artists/Nazz-ind,/artists/2789463,nihar0051
8062,1,"['1.Kla$ & M.Mecker', 'Czar & 1 Kla$']",1.Kla$ & Czar,https://genius.com/artists/1kla-and-czar,/artists/1486442,
200,1,['Daniel Alexis Pemberton'],Daniel Pemberton,https://genius.com/artists/Daniel-pemberton,/artists/1297092,
8058,1,['Eduardo Ernesto Granados Rojas'],ERRE Official,https://genius.com/artists/Erre-official,/artists/2815286,erreofficial__
1770,1,[],Kingdom Culture Worship,https://genius.com/artists/Kingdom-culture-worship,/artists/1209249,
10892,1,[],"Quality Control, Offset & DaBaby",https://genius.com/artists/Quality-control-offset-and-dababy,/artists/1918465,
1520,1,[],Georg Büchner,https://genius.com/artists/Georg-buchner,/artists/83290,
7561,1,[],Homixide Gang & Ken Carson,https://genius.com/artists/Homixide-gang-and-ken-carson,/artists/3357817,
11183,1,[],Vedan,https://genius.com/artists/Vedan,/artists/2764994,
138,1,[],Isbells,https://genius.com/artists/Isbells,/artists/277853,
14151,1,[],Azer Bülbül,https://genius.com/artists/Azer-bulbul,/artists/479386,
8056,1,['Busserulls'],3 Busserulls,https://genius.com/artists/3-busserulls,/artists/453396,
13804,1,[],G. V. Prakash Kumar,https://genius.com/artists/G-v-prakash-kumar,/artists/453853,
11917,1,[],World Party,https://genius.com/artists/World-party,/artists/233654,
7880,1,[],Killing Me Inside,https://genius.com/artists/Killing-me-inside,/artists/367440,
8050,1,['Thomas Helmig Brothers'],Thomas Helmig,https://genius.com/artists/Thomas-helmig,/artists/359596,
11177,1,[],"Lin-Manuel Miranda & Leslie Odom, Jr.",https://genius.com/artists/Lin-manuel-miranda-and-leslie-odom-jr,/artists/2316490,
13933,1,[],MUPP & Sadfriendd,https://genius.com/artists/Mupp-and-sadfriendd,/artists/3194815,
11176,1,[],Xoxo Jordan,https://genius.com/artists/Xoxo-jordan,/artists/2978218,Xoxojordan300
10895,1,[],V6,https://genius.com/artists/V6,/artists/354941,
14150,1,[],The Van Pelt,https://genius.com/artists/The-van-pelt,/artists/343651,
1768,1,[],"Jetty Gas, quandor, lxster & 17 SEVENTEEN",https://genius.com/artists/Jetty-gas-quandor-lxster-and-17-seventeen,/artists/3378103,
8037,1,[],The Manhattan Transfer,https://genius.com/artists/The-manhattan-transfer,/artists/353530,
8060,1,[],Zack Knight & Jasmin Walia,https://genius.com/artists/Zack-knight-and-jasmin-walia,/artists/1203225,
1515,1,[],Da Yoopers,https://genius.com/artists/Da-yoopers,/artists/355107,
1611,1,['Sometimes Y'],Yelawolf & Shooter Jennings,https://genius.com/artists/Yelawolf-and-shooter-jennings,/artists/3024986,
247,1,[],"XXXTENTACION, Bass Santana, Kin$oul & Reddz",https://genius.com/artists/Xxxtentacion-bass-santana-kin-oul-and-reddz,/artists/1705022,
251,1,[],Q 65,https://genius.com/artists/Q-65,/artists/329328,
11755,1,['KvK'],Kinderen voor Kinderen,https://genius.com/artists/Kinderen-voor-kinderen,/artists/343696,
202,1,"['Lil Keed, Lil Yachty & Zaytoven']","Zaytoven, Lil Yachty & Lil Keed",https://genius.com/artists/Zaytoven-lil-yachty-and-lil-keed,/artists/2036834,
13784,1,[],UNDREAM,https://genius.com/artists/Undream,/artists/2344248,
7521,1,[],Zwyntar,https://genius.com/artists/Zwyntar,/artists/3030525,ZWYNTAR
11757,1,[],Escape Plan,https://genius.com/artists/Escape-plan,/artists/1714391,
1504,1,[],Aleksandra Mladenović,https://genius.com/artists/Aleksandra-mladenovic,/artists/1264328,
11924,1,['The Weeknd & Kanye West'],Kanye West & The Weeknd,https://genius.com/artists/Kanye-west-and-the-weeknd,/artists/2922696,
7895,1,[],Кассета (Kasseta),https://genius.com/artists/Kasseta,/artists/1981540,
14175,1,[],"Angela Lansbury, Jerry Orbach & The Chorus of Beauty and the Beast",https://genius.com/artists/Angela-lansbury-jerry-orbach-and-the-chorus-of-beauty-and-the-beast,/artists/2484863,
1603,1,[],Videosex,https://genius.com/artists/Videosex,/artists/2677610,rupelanja
8076,1,[],Puentes,https://genius.com/artists/Puentes,/artists/3145868,
13928,1,[],"Yo Gotti, Moneybagg Yo & CMG The Label",https://genius.com/artists/Yo-gotti-moneybagg-yo-and-cmg-the-label,/artists/3183359,
1511,1,[],Karen Aoki & Daisuke Hasegawa,https://genius.com/artists/Karen-aoki-and-daisuke-hasegawa,/artists/1238421,
17938,1,[],"Frank Wildhorn, Jack Murphy and Ivan Menchell",https://genius.com/artists/Frank-wildhorn-jack-murphy-and-ivan-menchell,/artists/1329407,
11759,1,[],Ella (MYS),https://genius.com/artists/Ella-mys,/artists/2003932,
7545,1,[],Old Blind Dogs,https://genius.com/artists/Old-blind-dogs,/artists/377069,
11184,1,['Diego Izquierdo'],Al Safir,https://genius.com/artists/Al-safir,/artists/2050651,xalsafirx
7556,1,[],Patience Agbabi,https://genius.com/artists/Patience-agbabi,/artists/622873,
7558,1,[],ZWrld,https://genius.com/artists/Zwrld,/artists/2570731,ZWrlddd
7883,1,[],"Christopher Jackson, Daveed Diggs, Lin-Manuel Miranda & Okieriete Onaodowan",https://genius.com/artists/Christopher-jackson-daveed-diggs-lin-manuel-miranda-and-okieriete-onaodowan,/artists/2316759,
17792,1,[],Pulcino Pio,https://genius.com/artists/Pulcino-pio,/artists/37231,
